booking_id,guest_id,hotel_id,booking_date,room_type_requested,booking_channel,nights_booked,total_amount
B01213,G0228,H014,14-07-2026,Standard,Mobile App,3,10685.1
B01214,G0280,H011,01-05-2024,Suite,Walk-in,3,23718.54
B01215,G0067,H002,09-01-2026,Standard,Phone,7,22102.3
B01216,G0180,H015,11-06-2026,Deluxe,Mobile App,4,24562.25
B01217,G0139,H006,21-01-2026,Deluxe,Mobile App,5,25457.57
B01218,G0057,H001,04-06-2024,Deluxe,Mobile App,3,12535.03
B01219,G0132,H006,25-03-2025,Deluxe,Mobile App,7,32063.2
B01220,G0025,H016,31-10-2024,Standard,Mobile App,7,20481.16
B01221,G0011,H014,14-05-2026,Standard,Mobile App,4,15044.81
B01222,G0053,H024,12-02-2024,Suite,Travel Agent,2,14543.46
B01223,G0346,H020,19-06-2026,Standard,Website,1,2721.49
B01224,G0199,H015,13-05-2025,Standard,Website,7,25719.23
B01225,G0346,H025,12-09-2025,Standard,Website,2,6105.75
B01226,G0150,H017,18-03-2026,Suite,Website,7,81393.44
B01227,G0117,H018,06-07-2025,Suite,Website,5,33991.66
B01228,G0182,H010,27-07-2024,Executive,Mobile App,4,29175.93
B01229,G0152,H015,30-04-2026,Standard,Website,4,16925.59
B01230,G0037,H014,23-01-2026,Deluxe,Website,1,4805.4
B01231,G0241,H004,15-11-2025,Executive,Walk-in,4,22934.65
B01232,G0082,H011,17-03-2024,Standard,Website,2,6069.73
B01233,G0233,H025,19-11-2025,Standard,Travel Agent,7,21036.98
B01234,G0242,H023,12-04-2024,Suite,Website,5,39948.1
B01235,G0058,H021,17-06-2026,Standard,Mobile App,1,3086.66
B01236,G0022,H008,14-05-2026,Deluxe,Website,1,5468.78
B01237,G0286,H016,21-01-2026,Standard,Website,5,15927.91
B01238,G0162,H024,17-07-2026,Deluxe,Website,1,4365.62
B01239,G0021,H023,01-08-2024,Standard,Mobile App,2,5572.41
B01240,G0350,H008,20-08-2025,Deluxe,Mobile App,3,14050.5
B01241,G0020,H008,03-11-2024,Suite,Travel Agent,3,28076.81
B01242,G0263,H012,09-10-2025,Deluxe,Website,1,4791.06
B01243,G0350,H025,07-07-2026,Suite,Mobile App,2,17024.73
B01244,G0094,H004,11-03-2025,Standard,Phone,3,8289.92
B01245,G0056,H023,11-02-2025,Standard,Walk-in,5,15624.03
B01246,G0046,H014,07-09-2025,Deluxe,Website,2,9453.83
B01247,G0116,H014,21-05-2026,Standard,Travel Agent,2,6471.91
B01248,G0035,H015,14-03-2026,Standard,Website,1,3889.4
B01249,G0262,H011,12-08-2024,Deluxe,Website,2,8024.75
B01250,G0023,H006,23-06-2026,Deluxe,Travel Agent,1,5660.07
B01251,G0183,H011,05-06-2026,Standard,Mobile App,10,25347.82
B01252,G0350,H003,23-01-2025,Suite,Website,2,22266.67
B01253,G0297,H021,05-03-2024,Standard,Website,3,11362.17
B01254,G0233,H018,08-05-2026,Standard,Travel Agent,2,5265.97
B01255,G0117,H011,17-01-2025,Standard,Mobile App,2,5059.1
B01256,G0236,H025,23-06-2024,Executive,Website,2,14460.55
B01257,G0189,H010,28-07-2025,Standard,Website,4,12711.51
B01258,G0148,H024,05-10-2024,Standard,Travel Agent,3,7835.51
B01259,G0051,H009,13-05-2026,Suite,Website,3,32921.69
B01260,G0321,H014,20-01-2026,Standard,Travel Agent,3,11198.02
B01261,G0155,H024,21-08-2025,Deluxe,Mobile App,5,23411.34
B01262,G0073,H011,14-03-2026,Standard,Travel Agent,2,5682.47
B01263,G0132,H009,12-04-2024,Executive,Mobile App,2,16440.5
B01264,G0145,H014,15-08-2024,Deluxe,Mobile App,7,35847.28
B01265,G0304,H013,07-09-2024,Standard,Mobile App,2,5561.83
B01266,G0270,H023,13-03-2026,Standard,Website,10,27981.44
B01267,G0283,H015,27-01-2025,Standard,Mobile App,3,11231.04
B01268,G0005,H003,28-05-2026,Standard,Website,5,19467.5
B01269,G0146,H003,12-09-2024,Standard,Mobile App,3,12346.58
B01270,G0174,H025,27-05-2026,Standard,Travel Agent,2,6461.72
B01271,G0009,H005,01-12-2025,Standard,Travel Agent,3,11080.2
B01272,G0101,H023,01-10-2024,Standard,Mobile App,3,8609.61
B01273,G0280,H008,29-10-2025,Standard,Travel Agent,3,11048.54
B01274,G0053,H003,20-01-2026,Executive,Mobile App,1,7603.66
B01275,G0194,H006,02-09-2024,Deluxe,Website,1,5538.02
B01276,G0082,H002,26-04-2024,Suite,Mobile App,3,23200.81
B01277,G0005,H024,19-09-2025,Suite,Mobile App,1,6970.47
B01278,G0094,H024,28-10-2024,Executive,Travel Agent,3,18967.95
B01279,G0349,H019,18-06-2026,Deluxe,Website,3,14141.18
B01280,G0293,H023,20-09-2025,Standard,Mobile App,3,8002.3
B01281,G0346,H024,04-12-2024,Deluxe,Walk-in,1,4330.6
B01282,G0178,H016,29-04-2026,Standard,Mobile App,1,2566.93
B01283,G0040,H010,06-01-2024,Deluxe,Website,1,5028.6
B01284,G0199,H002,06-04-2024,Deluxe,Mobile App,1,4448.16
B01285,G0158,H008,23-06-2026,Standard,Website,1,3208.34
B01286,G0313,H014,22-07-2026,Deluxe,Website,3,14880.15
B01287,G0034,H018,17-09-2024,Deluxe,Travel Agent,1,3940.04
B01288,G0178,H007,18-01-2026,Standard,Website,1,3631.83
B01289,G0058,H021,24-08-2025,Suite,Website,4,37100.7
B01290,G0122,H024,10-10-2024,Suite,Travel Agent,3,21195.56
B01291,G0271,H008,13-03-2026,Executive,Website,5,33156.45
B01292,G0171,H016,17-06-2024,Suite,Website,7,47934.98
B01293,G0136,H015,07-06-2025,Standard,Mobile App,2,8301.45
B01294,G0138,H018,03-09-2024,Standard,Travel Agent,4,11073.98
B01295,G0162,H017,08-07-2026,Standard,Website,3,10892.5
B01296,G0287,H021,03-09-2025,Suite,Travel Agent,5,46025.37
B01297,G0321,H023,16-05-2025,Suite,Travel Agent,3,22699.2
B01298,G0344,H006,22-12-2024,Standard,Mobile App,2,7054.1
B01299,G0287,H014,17-06-2026,Standard,Mobile App,14,52493.7
B01300,G0120,H012,26-01-2025,Standard,Travel Agent,1,2829.46
B01301,G0260,H007,22-06-2025,Standard,Website,1,3278.28
B01302,G0152,H017,16-09-2024,Executive,Mobile App,1,7904.9
B01303,G0101,H013,05-05-2025,Standard,Travel Agent,2,5915.38
B01304,G0312,H001,16-02-2026,Suite,Phone,14,111096.3
B01305,G0014,H006,17-05-2025,Deluxe,Walk-in,4,21843.23
B01306,G0325,H012,09-02-2024,Standard,Walk-in,1,3035.34
B01307,G0163,H005,10-06-2026,Standard,Walk-in,1,3339.83
B01308,G0239,H002,28-12-2025,Standard,Walk-in,2,6233.61
B01309,G0248,H020,01-11-2025,Deluxe,Website,4,18898.6
B01310,G0321,H023,08-07-2026,Standard,Phone,4,11105.52
B01311,G0239,H022,15-01-2024,Standard,Walk-in,3,10467.11
B01312,G0233,H025,24-04-2026,Deluxe,Travel Agent,1,5009.77
B01313,G0025,H020,09-10-2024,Standard,Mobile App,1,3042.78
B01314,G0188,H001,07-05-2026,Standard,Mobile App,1,2846.38
B01315,G0058,H023,06-05-2026,Standard,Phone,1,3162.61
B01316,G0271,H024,05-07-2024,Standard,Website,3,7602.23
B01317,G0185,H001,22-06-2024,Standard,Mobile App,1,3026.99
B01318,G0258,H010,09-09-2024,Suite,Mobile App,7,58714.45
B01319,G0014,H024,12-02-2026,Standard,Website,4,10578.41
B01320,G0029,H019,23-05-2024,Standard,Website,1,3703.43
B01321,G0265,H010,30-06-2024,Standard,Mobile App,1,3266.96
B01322,G0028,H012,07-01-2025,Suite,Mobile App,5,40191
B01323,G0027,H002,23-06-2024,Executive,Mobile App,1,6253.07
B01324,G0005,H014,04-07-2026,Standard,Walk-in,4,12579.8
B01325,G0344,H017,17-12-2025,Deluxe,Travel Agent,2,11747.51
B01326,G0271,H009,03-08-2024,Standard,Website,7,27435.89
B01327,G0127,H006,08-10-2025,Deluxe,Mobile App,2,10317.82
B01328,G0115,H002,20-07-2026,Standard,Website,2,6301.43
B01329,G0126,H014,11-06-2024,Deluxe,Website,7,32845.62
B01330,G0285,H010,01-01-2025,Standard,Mobile App,4,13344.88
B01331,G0249,H015,23-09-2025,Deluxe,Travel Agent,4,23268.24
B01332,G0071,H009,22-07-2025,Deluxe,Mobile App,3,17140.94
B01333,G0067,H008,11-02-2024,Suite,Walk-in,3,26689.29
B01334,G0034,H009,03-03-2026,Executive,Mobile App,1,8388.9
B01335,G0248,H010,02-08-2026,Suite,Phone,7,58828.68
B01336,G0280,H025,04-08-2025,Standard,Travel Agent,4,12072.16
B01337,G0103,H010,18-02-2026,Suite,Website,2,17682.27
B01338,G0009,H001,06-04-2026,Deluxe,Website,1,4102.9
B01339,G0029,H008,08-07-2024,Suite,Mobile App,4,33224.12
B01340,G0346,H025,22-07-2025,Standard,Mobile App,2,6724.96
B01341,G0115,H023,02-01-2026,Standard,Mobile App,2,5688.88
B01342,G0283,H025,07-02-2025,Executive,Mobile App,2,16054.83
B01343,G0236,H025,17-07-2025,Standard,Website,4,14777.75
B01344,G0136,H013,03-09-2025,Deluxe,Website,3,14396.21
B01345,G0078,H008,28-01-2024,Suite,Website,2,17533.09
B01346,G0046,H001,28-05-2025,Deluxe,Travel Agent,7,31204.99
B01347,G0233,H016,21-05-2024,Standard,Website,2,5515.42
B01348,G0285,H006,31-10-2025,Standard,Website,2,7303.95
B01349,G0241,H009,05-02-2024,Executive,Mobile App,1,8735.97
B01350,G0190,H015,20-08-2024,Suite,Website,4,43409.86
B01351,G0014,H001,18-02-2025,Standard,Website,3,9001.23
B01352,G0346,H016,12-01-2024,Deluxe,Travel Agent,2,7674.47
B01353,G0291,H009,11-03-2025,Deluxe,Website,5,32188.63
B01354,G0115,H012,23-04-2026,Suite,Travel Agent,5,42860.35
B01355,G0350,H006,24-04-2024,Executive,Mobile App,2,15132.5
B01356,G0226,H001,06-06-2025,Standard,Phone,3,7974.99
B01357,G0216,H020,12-04-2026,Deluxe,Mobile App,1,4075.8
B01358,G0276,H016,05-12-2025,Deluxe,Website,3,12503.28
B01359,G0296,H011,11-06-2026,Deluxe,Travel Agent,1,4060.6
B01360,G0245,H012,27-10-2024,Standard,Mobile App,2,5089.86
B01361,G0050,H012,24-04-2024,Deluxe,Mobile App,2,7927.99
B01362,G0123,H004,01-07-2025,Standard,Website,3,9434.71
B01363,G0338,H015,29-05-2026,Deluxe,Website,5,31665.31
B01364,G0087,H017,20-01-2026,Deluxe,Website,2,10390.95
B01365,G0135,H013,20-06-2025,Deluxe,Travel Agent,2,8897.16
B01366,G0150,H014,05-07-2025,Standard,Website,4,14278.55
B01367,G0152,H003,30-01-2026,Suite,Mobile App,1,9668.69
B01368,G0233,H010,24-09-2024,Deluxe,Mobile App,4,21282.34
B01369,G0342,H012,20-02-2024,Deluxe,Website,7,28479.68
B01370,G0094,H025,06-12-2025,Standard,Mobile App,1,3302.9
B01371,G0046,H022,04-07-2024,Standard,Website,1,4171.71
B01372,G0073,H005,03-11-2025,Standard,Mobile App,4,13991.97
B01373,G0321,H008,09-04-2024,Standard,Travel Agent,2,6957.21
B01374,G0241,H023,15-01-2026,Deluxe,Mobile App,2,8809.98
B01375,G0112,H013,08-07-2025,Deluxe,Mobile App,2,8231.25
B01376,G0298,H015,22-04-2026,Standard,Walk-in,3,11801.68
B01377,G0316,H022,23-06-2024,Standard,Mobile App,3,11913.27
B01378,G0314,H021,21-03-2024,Deluxe,Phone,1,5387.19
B01379,G0332,H012,26-06-2025,Standard,Travel Agent,2,5694.33
B01380,G0101,H020,08-06-2024,Deluxe,Mobile App,3,12648.49
B01381,G0278,H025,26-09-2025,Executive,Mobile App,3,20362.36
B01382,G0162,H005,04-02-2026,Standard,Phone,1,3300.49
B01383,G0312,H004,12-02-2025,Deluxe,Website,1,4596.4
B01384,G0270,H018,15-10-2025,Standard,Travel Agent,2,5878.95
B01385,G0286,H025,23-11-2024,Standard,Website,5,18833.79
B01386,G0245,H021,19-02-2026,Standard,Mobile App,2,7366.36
B01387,G0067,H025,21-05-2025,Deluxe,Walk-in,2,11210.25
B01388,G0199,H013,30-06-2024,Standard,Mobile App,2,5689.63
B01389,G0350,H022,25-06-2024,Executive,Mobile App,3,27994.39
B01390,G0339,H007,24-02-2025,Deluxe,Mobile App,1,5228.48
B01391,G0015,H020,22-10-2024,Deluxe,Mobile App,1,4420.3
B01392,G0063,H019,19-06-2024,Deluxe,Travel Agent,10,44885.49
B01393,G0052,H021,07-09-2025,Standard,Mobile App,1,3727.91
B01394,G0269,H012,13-04-2025,Deluxe,Website,3,13585.3
B01395,G0300,H011,23-07-2024,Standard,Website,1,2924.32
B01396,G0080,H008,23-02-2026,Deluxe,Mobile App,2,9359.1
B01397,G0182,H017,17-04-2025,Deluxe,Walk-in,5,31930.69
B01398,G0312,H008,21-12-2024,Deluxe,Phone,1,4500.45
B01399,G0270,H014,25-07-2026,Suite,Phone,5,40603.42
B01400,G0197,H009,03-03-2025,Suite,Mobile App,4,42911.16
B01401,G0221,H023,30-06-2025,Standard,Mobile App,4,10900.3
B01402,G0183,H024,11-04-2026,Suite,Mobile App,4,30836.7
B01403,G0116,H015,27-10-2025,Standard,Website,1,3677.1
B01404,G0206,H025,30-04-2026,Suite,Travel Agent,2,18835.18
B01405,G0260,H008,25-05-2024,Suite,Website,1,9385.5
B01406,G0320,H015,28-04-2025,Suite,Mobile App,2,19686
B01407,G0239,H023,29-10-2024,Standard,Travel Agent,4,11671.05
B01408,G0280,H002,31-08-2025,Suite,Website,2,14328.83
B01409,G0061,H019,14-01-2025,Standard,Website,7,21730.5
B01410,G0163,H010,11-10-2025,Deluxe,Mobile App,2,10763.77
B01411,G0004,H005,14-11-2025,Deluxe,Walk-in,2,9485.58
B01412,G0097,H007,21-05-2026,Deluxe,Website,1,4911.6
B01413,G0269,H024,04-06-2025,Suite,Mobile App,3,25312.52
B01414,G0350,H021,18-12-2024,Standard,Walk-in,2,6565.65
B01415,G0034,H016,05-06-2026,Deluxe,Walk-in,3,12864.6
B01416,G0140,H001,23-01-2025,Deluxe,Website,2,7993.5
B01417,G0292,H009,09-02-2026,Deluxe,Travel Agent,1,5422.03
B01418,G0076,H015,25-05-2025,Deluxe,Mobile App,1,6206.45
B01419,G0200,H017,18-04-2026,Suite,Travel Agent,2,18527.49
B01420,G0270,H004,03-06-2026,Executive,Mobile App,2,13684.97
B01421,G0233,H024,16-05-2026,Deluxe,Website,4,16995.86
B01422,G0072,H008,19-06-2025,Standard,Travel Agent,1,3747.01
B01423,G0128,H008,05-08-2026,Standard,Travel Agent,1,3782.57
B01424,G0286,H018,29-09-2024,Standard,Travel Agent,4,12648.91
B01425,G0200,H005,16-07-2026,Deluxe,Website,2,10372.11
B01426,G0002,H016,18-08-2025,Deluxe,Mobile App,4,16459.21
B01427,G0280,H003,11-10-2025,Standard,Website,1,3615.12
B01428,G0014,H019,09-07-2025,Standard,Mobile App,3,10362.29
B01429,G0274,H004,31-05-2026,Deluxe,Mobile App,3,13195.15
B01430,G0075,H020,12-10-2025,Suite,Phone,2,15026.88
B01431,G0346,H016,04-10-2024,Deluxe,Website,3,12233.83
B01432,G0132,H010,22-10-2025,Standard,Mobile App,2,7067
B01433,G0122,H010,30-05-2025,Deluxe,Website,4,18744.49
B01434,G0057,H011,07-01-2024,Suite,Mobile App,3,21255.72
B01435,G0116,H014,17-02-2026,Deluxe,Website,5,24423.36
B01436,G0320,H018,08-03-2026,Suite,Website,1,7184.63
B01437,G0350,H017,10-11-2024,Standard,Travel Agent,3,12237.24
B01438,G0132,H020,07-08-2026,Standard,Travel Agent,2,5308.67
B01439,G0155,H006,22-01-2026,Suite,Mobile App,1,10081.71
B01440,G0267,H021,30-04-2025,Deluxe,Mobile App,4,18975.15
B01441,G0321,H016,26-09-2024,Executive,Walk-in,2,11718.7
B01442,G0222,H012,14-01-2026,Suite,Website,2,15612.32
B01443,G0136,H014,19-02-2026,Standard,Phone,1,3311.26
B01444,G0145,H005,23-10-2025,Executive,Travel Agent,1,7618.68
B01445,G0263,H022,05-09-2024,Deluxe,Website,2,11200.79
B01446,G0001,H013,20-03-2026,Standard,Mobile App,1,2670.49
B01447,G0233,H015,30-05-2025,Suite,Website,2,20019.96
B01448,G0128,H024,18-06-2026,Deluxe,Phone,7,32202.03
B01449,G0288,H023,17-05-2025,Executive,Travel Agent,2,13760.79
B01450,G0031,H013,23-08-2025,Standard,Website,2,5793.05
B01451,G0220,H010,24-03-2025,Standard,Website,4,12966.7
B01452,G0174,H005,09-03-2026,Suite,Mobile App,3,27624.19
B01453,G0241,H008,24-03-2025,Standard,Mobile App,3,10300.24
B01454,G0025,H010,16-04-2026,Deluxe,Website,4,22156.91
B01455,G0214,H023,17-12-2025,Deluxe,Phone,2,9182.68
B01456,G0203,H007,04-02-2026,Standard,Mobile App,2,6497.34
B01457,G0203,H023,24-11-2025,Standard,Mobile App,7,18327.32
B01458,G0227,H014,19-10-2025,Standard,Walk-in,4,14642.25
B01459,G0256,H017,05-06-2026,Standard,Mobile App,14,60772.86
B01460,G0294,H018,17-02-2026,Deluxe,Mobile App,3,13653.47
B01461,G0104,H003,01-08-2025,Executive,Travel Agent,3,26919.38
B01462,G0302,H003,16-05-2026,Deluxe,Mobile App,3,16240.16
B01463,G0180,H025,17-11-2024,Deluxe,Walk-in,2,11124.62
B01464,G0029,H005,26-01-2026,Deluxe,Website,3,14644.27
B01465,G0021,H025,24-06-2025,Deluxe,Walk-in,2,8974.04
B01466,G0123,H010,11-08-2025,Standard,Walk-in,1,3159.64
B01467,G0287,H005,14-01-2026,Standard,Website,4,12973.55
B01468,G0265,H021,13-04-2025,Deluxe,Travel Agent,3,14699.42
B01469,G0287,H019,11-06-2026,Standard,Travel Agent,1,3123.59
B01470,G0188,H018,27-01-2024,Deluxe,Walk-in,4,17388.32
B01471,G0153,H011,11-03-2024,Suite,Phone,3,21384.57
B01472,G0057,H014,16-06-2024,Executive,Website,7,54173.36
B01473,G0122,H005,28-01-2024,Suite,Phone,1,10062.48
B01474,G0151,H015,27-01-2024,Suite,Walk-in,1,9305.5
B01475,G0029,H013,25-03-2025,Standard,Travel Agent,3,7821.76
B01476,G0085,H017,28-06-2024,Executive,Travel Agent,1,8887.48
B01477,G0225,H016,03-05-2024,Deluxe,Mobile App,14,59022.38
B01478,G0271,H003,03-08-2024,Suite,Mobile App,2,18931.16
B01479,G0350,H001,12-04-2025,Standard,Walk-in,2,6240.49
B01480,G0339,H012,29-12-2024,Executive,Walk-in,2,13343.42
B01481,G0241,H008,03-11-2024,Executive,Website,3,21185.23
B01482,G0147,H001,27-04-2025,Executive,Website,3,17654.72
B01483,G0239,H008,24-05-2024,Standard,Website,3,9268.27
B01484,G0287,H025,05-02-2026,Standard,Mobile App,1,3584.72
B01485,G0044,H012,06-07-2026,Deluxe,Walk-in,2,7926.74
B01486,G0143,H005,07-04-2026,Deluxe,Walk-in,1,5549.58
B01487,G0312,H006,31-10-2024,Standard,Website,2,6563.7
B01488,G0136,H009,11-05-2026,Deluxe,Website,1,5181.49
B01489,G0211,H002,25-08-2025,Deluxe,Website,2,8692.9
B01490,G0219,H024,18-03-2026,Deluxe,Website,1,4722.05
B01491,G0071,H014,06-05-2025,Executive,Website,3,24337.69
B01492,G0131,H018,26-05-2026,Standard,Walk-in,5,12602.53
B01493,G0123,H016,02-05-2025,Suite,Website,2,15524.95
B01494,G0011,H022,20-09-2025,Deluxe,Mobile App,4,25429.64
B01495,G0010,H005,19-07-2024,Standard,Website,7,22119.34
B01496,G0306,H024,25-03-2024,Standard,Mobile App,5,12968.3
B01497,G0105,H009,10-03-2026,Standard,Travel Agent,2,8708.81
B01498,G0188,H019,15-11-2025,Deluxe,Mobile App,5,27009.54
B01499,G0116,H011,14-05-2024,Standard,Travel Agent,3,9522.71
B01500,G0341,H024,05-02-2024,Executive,Mobile App,1,5696.84
B01501,G0101,H001,05-07-2024,Standard,Website,4,10533.28
B01502,G0148,H001,26-11-2024,Deluxe,Mobile App,2,8880.3
B01503,G0320,H019,14-05-2026,Standard,Phone,2,6381.35
B01504,G0312,H004,04-10-2025,Deluxe,Travel Agent,3,12402.65
B01505,G0071,H006,12-08-2026,Standard,Walk-in,3,10280.98
B01506,G0293,H004,10-11-2025,Deluxe,Website,3,11538.82
B01507,G0161,H014,09-01-2025,Deluxe,Phone,1,4741.81
B01508,G0176,H004,28-03-2026,Standard,Travel Agent,1,2763.34
B01509,G0053,H014,08-04-2025,Deluxe,Phone,10,56643.11
B01510,G0029,H013,05-07-2024,Suite,Walk-in,3,21047.11
B01511,G0270,H008,28-07-2026,Suite,Website,4,36511.34
B01512,G0180,H019,06-02-2025,Suite,Mobile App,5,43836.88
B01513,G0151,H023,23-08-2024,Executive,Mobile App,2,11100.41
B01514,G0270,H021,16-02-2025,Deluxe,Mobile App,5,26955.09
B01515,G0280,H018,04-06-2024,Executive,Mobile App,5,29088.16
B01516,G0061,H010,14-02-2025,Standard,Mobile App,2,6734.45
B01517,G0231,H005,25-11-2024,Deluxe,Website,1,5338.03
B01518,G0053,H010,15-11-2025,Standard,Travel Agent,3,9086.37
B01519,G0276,H005,02-05-2026,Standard,Walk-in,4,14560.69
B01520,G0245,H013,05-09-2024,Suite,Mobile App,2,14225.14
B01521,G0344,H012,04-05-2026,Standard,Phone,2,6289.69
B01522,G0025,H024,06-05-2024,Deluxe,Phone,1,4245.55
B01523,G0019,H025,25-01-2026,Standard,Mobile App,3,10219.87
B01524,G0110,H021,01-03-2026,Deluxe,Website,2,10958.31
B01525,G0101,H024,08-07-2025,Deluxe,Website,5,22859.81
B01526,G0097,H011,07-01-2026,Suite,Phone,1,8321.21
B01527,G0326,H004,18-01-2025,Deluxe,Mobile App,1,4525.25
B01528,G0099,H016,05-06-2026,Suite,Website,1,8620.51
B01529,G0105,H008,19-05-2026,Suite,Travel Agent,5,50480.89
B01530,G0279,H002,07-03-2025,Deluxe,Walk-in,2,9080.51
B01531,G0155,H009,22-11-2025,Deluxe,Website,3,16498.75
B01532,G0286,H003,31-12-2024,Standard,Travel Agent,3,11954.6
B01533,G0025,H019,14-08-2024,Standard,Website,14,51185.28
B01534,G0178,H018,14-05-2025,Deluxe,Mobile App,3,14081.74
B01535,G0014,H013,14-11-2025,Standard,Website,5,14849.37
B01536,G0023,H019,18-04-2024,Standard,Phone,2,6905.56
B01537,G0326,H020,28-04-2026,Standard,Mobile App,4,11052.45
B01538,G0053,H015,18-03-2026,Suite,Mobile App,3,34732.51
B01539,G0191,H021,12-04-2026,Deluxe,Mobile App,7,33096.51
B01540,G0144,H001,04-07-2024,Deluxe,Website,2,8425.5
B01541,G0124,H024,30-01-2024,Deluxe,Walk-in,2,8994.32
B01542,G0323,H008,05-01-2025,Standard,Travel Agent,2,7102.12
B01543,G0009,H025,16-09-2025,Suite,Website,4,36703.41
B01544,G0251,H024,11-10-2025,Standard,Website,5,15556.52
B01545,G0346,H003,27-05-2026,Standard,Mobile App,4,16893.19
B01546,G0202,H011,21-08-2024,Suite,Website,4,31795.89
B01547,G0339,H020,16-11-2024,Deluxe,Website,2,8115.83
B01548,G0016,H016,25-12-2025,Standard,Walk-in,7,21338.38
B01549,G0146,H011,21-06-2024,Standard,Website,2,5748.57
B01550,G0101,H018,19-10-2025,Standard,Mobile App,1,2952.93
B01551,G0270,H007,16-11-2024,Standard,Travel Agent,7,24649.77
B01552,G0350,H009,22-05-2026,Standard,Website,2,7107.69
B01553,G0101,H004,29-01-2025,Suite,Travel Agent,5,41235.82
B01554,G0242,H019,20-09-2025,Executive,Website,2,15668.51
B01555,G0074,H018,08-09-2024,Standard,Phone,1,2677.13
B01556,G0206,H008,26-04-2025,Suite,Mobile App,5,41433.23
B01557,G0164,H008,30-10-2024,Executive,Walk-in,3,21446.82
B01558,G0348,H018,23-07-2025,Executive,Website,1,6177.86
B01559,G0230,H021,13-02-2025,Deluxe,Walk-in,2,9568.78
B01560,G0126,H012,26-03-2026,Suite,Website,2,16875.2
B01561,G0041,H011,28-08-2024,Deluxe,Website,4,16470.98
B01562,G0058,H023,27-04-2026,Standard,Mobile App,1,3206.71
B01563,G0087,H017,14-03-2026,Deluxe,Mobile App,1,6320.75
B01564,G0101,H024,21-08-2024,Standard,Travel Agent,10,30947.54
B01565,G0316,H015,17-08-2024,Standard,Walk-in,2,7688.11
B01566,G0203,H014,28-08-2025,Standard,Phone,1,3344.03
B01567,G0188,H002,27-10-2025,Suite,Mobile App,4,27478.33
B01568,G0041,H003,28-12-2024,Executive,Website,2,18345.84
B01569,G0316,H023,29-01-2024,Deluxe,Mobile App,4,15680.1
B01570,G0268,H007,09-02-2025,Deluxe,Website,4,19351.5
B01571,G0025,H019,26-08-2024,Suite,Mobile App,2,19320.88
B01572,G0265,H019,28-11-2025,Standard,Website,3,10685.42
B01573,G0198,H019,01-01-2025,Standard,Phone,3,10233.57
B01574,G0029,H006,17-01-2026,Deluxe,Website,3,16201.74
B01575,G0161,H006,02-07-2024,Standard,Phone,4,12990.63
B01576,G0177,H013,06-04-2024,Deluxe,Phone,2,8415.91
B01577,G0063,H016,14-12-2025,Standard,Website,1,2768.61
B01578,G0342,H014,25-12-2025,Suite,Mobile App,1,8853.16
B01579,G0316,H012,20-08-2024,Executive,Mobile App,2,13055.45
B01580,G0253,H009,20-06-2025,Standard,Mobile App,14,48769.1
B01581,G0163,H004,17-01-2025,Standard,Phone,3,7569.79
B01582,G0144,H010,28-01-2025,Standard,Walk-in,3,11050.29
B01583,G0242,H007,25-06-2024,Deluxe,Mobile App,3,17008.15
B01584,G0199,H022,09-04-2024,Executive,Mobile App,3,27487.59
B01585,G0023,H025,01-01-2026,Standard,Website,5,14993.31
B01586,G0185,H018,09-02-2024,Suite,Travel Agent,1,8501.71
B01587,G0294,H004,30-01-2026,Standard,Website,3,9450.48
B01588,G0161,H007,24-05-2025,Deluxe,Phone,7,39356.5
B01589,G0016,H022,08-08-2026,Deluxe,Mobile App,2,10613.99
B01590,G0287,H003,20-03-2026,Standard,Mobile App,2,8411.08
B01591,G0075,H013,11-07-2024,Standard,Website,14,39988.15
B01592,G0101,H022,13-05-2026,Deluxe,Walk-in,1,5883.14
B01593,G0063,H021,10-11-2025,Standard,Mobile App,3,10238.91
B01594,G0122,H025,07-02-2025,Deluxe,Website,2,10030.71
B01595,G0278,H010,25-12-2025,Executive,Mobile App,2,13035.66
B01596,G0188,H016,25-01-2024,Standard,Mobile App,3,8202.38
B01597,G0077,H025,16-03-2026,Standard,Travel Agent,1,3660.22
B01598,G0320,H003,26-06-2025,Standard,Mobile App,7,27607.53
B01599,G0321,H011,18-10-2025,Deluxe,Mobile App,1,4098.09
B01600,G0319,H012,24-07-2025,Executive,Website,5,33552.79
B01601,G0094,H017,26-01-2026,Deluxe,Website,2,12278.47
B01602,G0156,H007,21-07-2026,Standard,Phone,7,24934.36
B01603,G0350,H023,15-03-2024,Standard,Website,3,7592.74
B01604,G0283,H007,29-06-2025,Executive,Website,2,15945.56
B01605,G0012,H011,06-11-2025,Executive,Phone,5,29788.38
B01606,G0025,H013,07-05-2026,Standard,Website,2,5975.95
B01607,G0164,H014,22-06-2026,Deluxe,Travel Agent,7,33909.17
B01608,G0328,H021,18-06-2026,Deluxe,Website,4,19902.74
B01609,G0196,H013,27-02-2025,Standard,Walk-in,5,14308.76
B01610,G0180,H001,11-05-2026,Deluxe,Mobile App,4,17006.34
B01611,G0037,H023,15-05-2026,Standard,Mobile App,1,3151.55
B01612,G0245,H003,15-05-2025,Standard,Website,7,25699.71
B01613,G0302,H023,28-11-2025,Executive,Mobile App,3,17481.17
B01614,G0136,H009,06-08-2025,Standard,Website,5,21343.97
B01615,G0285,H018,29-03-2024,Suite,Website,3,20450.79
